gene	KO	Rescue	WT
gene_7698	781	1948	3361
gene_7699	4	7	18
gene_7700	25	56	115
gene_7701	1497	4151	6499
gene_7703	0	0	0
gene_7705	0	0	3
gene_7706	799	3183	6265
gene_7707	0	0	1
gene_7709	504	1430	2645
gene_7710	0	2	0
gene_7711	726	1467	2598
gene_7712	0	0	1
gene_7713	1784	3942	7063
gene_7718	184	593	1112
gene_7720	0	0	3
gene_7721	0	0	0
gene_7724	16	38	40
gene_7726	1927	5125	8978
gene_7727	32	85	148
gene_7728	9	23	19
gene_7730	0	0	3
gene_7733	0	2	0
gene_7737	0	0	0
gene_7738	0	5	1
gene_7739	0	0	1
gene_7740	0	2	0
gene_7741	0	6	3
gene_7742	178	519	882
gene_7744	385	892	1803
gene_7745	65	189	275
gene_7746	520	1125	2167
gene_7747	0	0	5
gene_7748	663	1533	2852
gene_7749	0	5	10
gene_7750	0	2	0
gene_7751	0	0	1
gene_7752	1141	2127	4109
gene_7753	77	126	250
gene_7754	0	0	4
gene_7755	386	686	1311
gene_7756	722	1402	2799
gene_7757	281	598	1073
gene_7758	0	0	7
gene_7765	114	371	628
gene_7766	16	55	78
gene_7767	6	9	18
gene_7770	1007	2433	4847
gene_7771	266	642	1024
gene_7772	1	0	11
gene_7775	2	0	3
gene_7776	0	0	0
gene_7784	0	2	0
gene_7785	0	0	0
gene_7787	1016	2440	4617
gene_7788	27	59	113
gene_7789	558	1335	2562
gene_7790	2994	614	1238
gene_7791	9	20	46
gene_7792	17	71	172
gene_7793	145	434	677
gene_7794	565	1563	2649
gene_7795	1	10	13
gene_7796	1	5	5
gene_7797	623	2383	4513
gene_7798	576	1736	3352
gene_7799	81	226	420
gene_7800	444	741	1767
gene_7801	32	63	85
gene_7802	517	831	2027
gene_7803	108	334	500
gene_7806	0	0	1
gene_7809	0	0	5
gene_7810	2	4	6
gene_7811	8277	1120	2164
gene_7812	1186	2314	5123
gene_7813	3013	4751	10653
gene_7814	642	906	2111
gene_7815	115	75	216
gene_7816	656	1355	3172
gene_7817	147	295	505
gene_7818	80	171	298
gene_7819	10	18	27
gene_7821	3291	4819	11147
gene_7822	8239	12818	30058
gene_7823	272	491	1168
gene_7824	432	837	1829
gene_7825	719	1309	3424
gene_7826	7	23	68
gene_7827	49	130	389
gene_7830	0	3	0
gene_7831	9103	1553	3561
gene_7832	533	941	2279
gene_7833	4	6	9
gene_7835	0	0	1
gene_7838	293	675	1012
gene_7839	3	0	5
gene_7840	12	24	51
gene_7841	179	303	634
gene_7842	272	698	1258
gene_7843	399	835	1567
gene_7844	2	10	23
gene_7845	835	2488	4262
gene_7846	605	1262	2641
gene_7847	699	1726	3821
gene_7849	1631	3088	6170
gene_7850	343	739	1591
gene_7851	0	0	0
gene_7852	24	51	94
gene_7856	13	30	55
gene_7857	127	354	539
gene_7858	819	1933	4126
gene_7859	3	11	20
gene_7860	278	670	1413
gene_7861	1	8	5
gene_7863	0	0	5
gene_7864	0	0	0
gene_7865	35	89	153
gene_7866	2359	9353	16017
gene_7867	226	462	856
gene_7868	0	0	0
gene_7872	240	1537	1738
gene_7876	0	0	0
gene_7878	13	56	84
gene_7880	2	9	17
gene_7881	125	67	846
gene_7883	6	27	70
gene_7884	113	519	830
gene_7885	0	2	4
gene_7892	31	56	92
gene_7893	580	1389	2673
gene_7896	0	0	0
gene_7897	14	15	13
gene_7898	0	0	0
gene_7899	0	6	13
gene_7900	91	434	670
gene_7901	0	0	3
gene_7902	951	2139	3874
gene_7903	0	1	5
gene_7904	0	0	3
gene_7905	113	563	1120
gene_7911	39	56	160
gene_7912	582	1473	2604
gene_7913	9	17	14
gene_7917	0	0	0
gene_7921	53	219	375
gene_7923	1	1	3
gene_7926	25	46	100
gene_7927	0	1	2
gene_7928	1162	2390	4697
gene_7929	11	23	53
gene_7932	22	26	61
gene_7933	1	5	6
gene_7935	6	21	16
gene_7936	0	0	0
gene_7938	0	2	4
gene_7939	604	1516	2527
gene_7940	2	3	14
gene_7942	0	1	0
gene_7943	1	5	9
gene_7944	0	0	0
gene_7946	0	0	0
gene_7947	0	1	3
gene_7948	1992	5886	10545
gene_7949	6	20	38
gene_7950	0	2	13
gene_7951	24	43	99
gene_7952	434	808	1630
gene_7953	66	136	338
gene_7954	0	0	0
gene_7955	2681	1362	2872
gene_7956	25	59	91
gene_7957	0	0	0
gene_7959	1	3	4
gene_7962	142	313	620
gene_7963	0	0	1
gene_7964	9	11	46
gene_7965	0	0	9
gene_7966	530	1782	3329
gene_7967	5	1	1
gene_7968	665	1619	3106
gene_7969	0	0	1
gene_7970	20	110	140
gene_7971	0	0	1
gene_7972	407	880	2182
gene_7973	693	1687	3747
gene_7974	2	5	29
gene_7975	0	0	2
gene_7976	1227	2070	5297
gene_7977	188	5	4
gene_7978	8	12	47
gene_7979	0	0	2
gene_7980	13086	8006	18126
gene_7983	38	114	246
gene_7984	755	1497	3194
gene_7985	116	218	380
gene_7986	0	0	1
gene_7987	68	134	159
gene_7988	24	52	58
gene_7989	1	1	11
gene_7990	1	3	13
gene_7991	689	1593	3391
gene_7992	4	7	23
gene_7993	246	551	1226
gene_7994	5	8	29
gene_7996	73	131	220
gene_7997	470	975	2027
gene_7999	1	2	4
gene_8000	0	2	0
gene_8001	328	789	1620
gene_8002	14	30	35
gene_8003	1771	3896	7998
gene_8004	307	757	1369
gene_8005	0	0	2
gene_8006	1263	2891	6352
gene_8007	28	65	135
gene_8008	326	530	1223
gene_8009	606	1118	3262
gene_8010	8	28	38
gene_8011	426	693	2032
gene_8012	16	27	106
gene_8013	777	1617	3426
gene_8014	6	15	29
gene_8016	0	1	0
gene_8017	0	0	1
gene_8018	0	0	0
gene_8019	7	8	7
gene_8020	664	1481	3190
gene_8021	1	0	0
gene_8022	13	23	29
gene_8024	131	223	471
gene_8025	256	473	964
gene_8026	882	2036	4053
gene_8027	0	2	1
gene_8028	312	662	1337
gene_8029	6	19	33
gene_8030	30	82	115
gene_8031	7089	11618	27890
gene_8032	25	97	113
gene_8033	0	2	0
gene_8034	1	4	4
gene_8035	25	45	74
gene_8036	13	38	61
gene_8040	0	0	6
gene_8041	0	2	0
gene_8042	0	1	4
gene_8043	12946	585	1073
gene_8044	702	1301	2571
gene_8047	0	0	2
gene_8049	0	0	0
gene_8050	532	875	1847
gene_8051	259	440	948
gene_8052	3	16	32
gene_8053	595	1180	2439
gene_8055	0	0	0
gene_8056	183	393	744
gene_8057	16	33	64
gene_8058	30	39	133
gene_8060	0	0	0
gene_8061	1927	3083	7808
gene_8062	132	248	556
gene_8063	684	1144	3158
gene_8064	133	200	561
gene_8065	173	374	793
gene_8066	765	1492	3643
gene_8071	78	119	350
gene_8072	0	1	3
gene_8073	673	991	2613
gene_8074	2630	3942	10268
gene_8075	233	489	1138
gene_8076	1356	2237	5296
gene_8077	543	948	2235
gene_8078	0	0	0
gene_8082	11	6	31
gene_8083	22	49	135
gene_8084	1060	2024	3986
gene_8085	2	3	14
gene_8086	1232	1680	4302
gene_8087	572	967	2421
gene_8088	1039	2309	5449
gene_8089	853	1118	2663
gene_8090	2509	4262	9667
gene_8091	1	2	3
gene_8092	690	1069	2760
gene_8093	244	408	1070
gene_8094	6	6	49
gene_8095	19	59	108
gene_8096	167	439	727
gene_8098	1415	2058	5315
gene_8099	7	43	104
gene_8101	5	10	9
gene_8102	913	1862	4165
gene_8104	325	642	1419
gene_8105	835	1253	3208
gene_8106	804	1991	5030
gene_8107	2782	4681	11033
gene_8109	2003	3281	8503
gene_8110	487	861	2069
gene_8111	1651	2644	5906
gene_8112	36	68	150
gene_8113	1427	2266	5234
gene_8114	0	0	1
gene_8115	0	0	3
gene_8116	260	344	901
gene_8119	73	98	275
gene_8120	2665	1967	5177
gene_8122	11	16	59
gene_8126	0	2	5
gene_8127	5	7	34
gene_8130	219	464	954
gene_8131	398	662	1381
gene_8132	30	58	86
gene_8133	0	0	0
gene_8134	3	2	7
gene_8135	345	687	1601
gene_8137	31	78	138
gene_8138	0	0	1
gene_8140	2	0	1
gene_8146	0	0	1
gene_8153	418	1644	2614
gene_8154	19	91	150
gene_8155	0	7	9
gene_8156	938	2083	4853
gene_8157	2941	4630	11869
gene_8158	23	46	81
gene_8159	353	525	1413
gene_8160	16	22	59
gene_8161	0	1	1
gene_8162	1854	2591	7639
gene_8163	0	1	0
gene_8164	548	1036	2245
gene_8165	193	265	908
gene_8166	3	0	6
gene_8167	580	1487	3120
gene_8168	1410	2708	5867
gene_8169	22	32	68
gene_8171	1616	1426	3204
gene_8172	28	52	94
gene_8173	431	804	1861
gene_8174	601	1018	2465
gene_8175	0	2	7
gene_8176	0	0	0
gene_8178	933	2300	4779
gene_8179	269	587	1384
gene_8180	0	0	5
gene_8181	11	16	47
gene_8182	7	19	30
gene_8185	60	191	477
gene_8188	0	0	16
gene_8189	145	257	469
gene_8190	119	166	354
gene_8191	3	5	6
gene_8192	1	3	5
gene_8198	1	0	7
gene_8202	0	0	0
gene_8205	0	0	3
gene_8222	0	0	1
gene_8223	21	31	32
gene_8226	0	0	0
gene_8227	6	13	25
gene_8228	22982	8562	20944
gene_8229	0	0	3
gene_8234	377	607	1614
gene_8235	68	86	158
gene_8236	0	0	0
gene_8237	0	1	1
gene_8241	1	0	1
gene_8243	101	187	380
gene_8246	0	2	9
gene_8248	714	1496	3210
gene_8249	2	2	1
gene_8256	0	0	1
gene_8258	151	566	1210
gene_8259	5	22	49
gene_8262	235	452	804
gene_8263	1	0	0
gene_8264	546	1016	2195
gene_8265	114	262	485
gene_8266	52	104	260
gene_8267	2	2	7
gene_8268	0	0	5
gene_8269	3	12	18
gene_8270	46	151	287
gene_8271	1784	5131	11081
gene_8272	0	0	0
gene_8273	257	590	1192
gene_8275	6	22	33
gene_8278	3	10	7
gene_8282	225	402	1015
gene_8284	1131	1979	4216
gene_8285	0	3	1
gene_8286	580	1359	2651
gene_8287	51	110	191
gene_8288	737	1329	3023
gene_8289	654	1058	2151
gene_8290	300	583	1179
gene_8298	0	0	0
gene_8300	242	452	961
gene_8301	16	37	77
gene_8308	0	1	1
gene_8309	642	1542	3240
gene_8310	0	0	0
gene_8314	0	17	3
gene_8316	2173	4406	8685
gene_8317	0	3	3
gene_8318	422	1018	1917
gene_8319	94	173	389
gene_8320	0	1	0
gene_8321	159	427	690
gene_8322	12	40	54
gene_8323	865	1734	3792
gene_8325	74	259	445
gene_8326	188	441	830
gene_8329	2477	5369	10846
gene_8330	0	0	1
gene_8331	331	598	1508
gene_8332	0	0	3
gene_8334	794	1699	3674
gene_8335	0	0	1
gene_8336	42	89	172
gene_8337	1452	1181	2253
gene_8338	0	1	1
gene_8341	0	2	0
gene_8344	0	0	0
gene_8353	0	1	0
gene_8354	1	5	3
gene_8371	347	949	1929
gene_8372	1	3	9
gene_8373	3	8	11
gene_8379	16	69	106
gene_8380	775	1255	3004
gene_8381	0	0	0
gene_8382	10	15	46
gene_8383	257	536	1255
gene_8384	619	1201	2377
gene_8385	2	10	24
gene_8386	1946	3092	6803
gene_8389	0	0	1
gene_8392	1	0	4
gene_8394	0	0	0
gene_8395	123	226	546
gene_8397	1526	3524	7612
gene_8399	4	1	20
gene_8400	24	39	114
gene_8401	552	1491	2653
gene_8402	0	2	3
gene_8403	161	306	703
gene_8404	20	30	64
gene_8405	0	0	0
gene_8406	153	344	643
gene_8407	940	2025	4544
gene_8408	11	18	47
gene_8409	4868	8172	18615
gene_8410	120	261	485
gene_8411	990	2789	5162
gene_8412	21	80	121
gene_8413	5	10	35
gene_8414	1125	2874	5739
gene_8415	0	0	0
gene_8416	2	7	20
gene_8417	2256	4383	9549
gene_8418	2008	4465	8926
gene_8419	290	653	1171
gene_8420	0	2	5
gene_8422	0	1	0
gene_8424	0	2	0
gene_8426	2656	5750	12532
gene_8427	17	38	88
gene_8428	39	50	99
gene_8429	174	254	559
gene_8430	188	470	869
gene_8431	3	8	18
gene_8433	0	0	0
gene_8434	388	1427	2797
gene_8436	0	0	2
gene_8441	0	0	1
gene_8442	1244	2703	5565
gene_8443	0	0	5
gene_8444	0	0	0
gene_8445	1317	2805	5167
gene_8446	0	0	1
gene_8449	0	0	0
gene_8450	47	115	290
gene_8451	0	0	0
gene_8461	8	7	29
gene_8462	702	1502	3042
gene_8463	101	217	476
gene_8464	1	8	1
gene_8465	9	8	25
gene_8468	0	2	3
gene_8469	19	169	366
gene_8475	254	472	899
gene_8476	13	16	34
gene_8478	3	3	15
gene_8479	0	0	0
gene_8480	0	0	3
gene_8481	16	36	68
gene_8482	26	73	146
gene_8483	207	500	906
gene_8484	291	682	1261
gene_8485	30	50	119
gene_8486	12	7	15
gene_8487	36	78	139
gene_8488	973	2076	4290
gene_8489	0	0	1
gene_8490	0	0	1
gene_8491	1290	2527	4706
gene_8492	1046	2436	4285
gene_8493	2	5	8
gene_8494	1796	3292	8270
gene_8497	357	831	1524
gene_8498	0	0	1
gene_8499	50	109	241
gene_8500	252	783	1460
gene_8502	2	5	5
gene_8504	232	476	1078
gene_8505	34	52	140
gene_8507	1867	809	1798
gene_8508	206	130	320
gene_8509	78	116	283
gene_8510	77	196	373
gene_8512	253	459	969
gene_8513	3	0	0
gene_8514	487	1007	2044
gene_8515	212	421	876
gene_8516	214	516	1381
gene_8518	0	11	3
gene_8522	154	275	633
gene_8538	254	591	1213
gene_8539	44	87	208
gene_8541	920	2000	3816
gene_8542	357	799	1428
gene_8543	0	0	0
gene_8545	10	9	5
gene_8546	0	0	0
gene_8547	529	1140	2335
gene_8548	67	142	294
gene_8549	0	1	0
gene_8550	104	267	383
gene_8551	369	794	1677
gene_8552	0	0	0
gene_8553	110	218	497
gene_8554	0	0	10
gene_8555	944422	1136	2277
gene_8556	21	45	97
gene_8557	3067	6537	13927
gene_8558	1849	3505	7713
gene_8559	6	3	6
gene_8561	69	355	889
gene_8562	0	0	0
gene_8563	0	0	0
gene_8564	601	1572	2926
gene_8565	1	0	0
gene_8566	881	1707	4154
gene_8567	1383	2972	5814
gene_8568	65	202	379
gene_8569	1	16	34
gene_8591	0	1	0
gene_8599	0	1	0
gene_8605	0	0	5
gene_8608	0	0	0
gene_8609	170	353	768
gene_8611	0	0	0
gene_8612	557	1292	2535
gene_8613	108	216	483
gene_8614	0	0	3
gene_8619	930	1877	3954
gene_8620	3	1	16
gene_8621	7	35	29
gene_8622	43	104	196
gene_8623	12	53	83
gene_8625	82	834	1359
gene_8626	61	153	282
gene_8627	0	4	7
gene_8628	1	16	22
gene_8629	0	1	1
gene_8630	0	4	0
gene_8633	29	120	146
gene_8634	0	6	0
gene_8635	0	16	7
gene_8652	0	3	1
gene_8655	437	649	1736
gene_8656	2	6	5
gene_8657	242	540	1258
gene_8658	1880	3908	8131
gene_8659	355	857	1787
gene_8660	520	1173	2271
gene_8661	225	919	1810
gene_8662	0	1	9
gene_8664	0	1	0
gene_8667	280	538	1100
gene_8668	1215	2656	5452
gene_8669	3	0	0
gene_8674	327	697	1417
gene_8676	50	168	309
gene_8677	4	14	41
gene_8679	25	96	268
gene_8680	5	10	21
gene_8681	0	3	9
gene_8684	9	39	93
gene_8686	7	6	63
gene_8687	115	216	398
gene_8688	23	33	71
gene_8689	0	0	0
gene_8690	661	1263	2186
gene_8692	483	1134	2282
gene_8694	82	187	277
gene_8696	518	1039	1864
gene_8697	0	0	0
gene_8699	79	130	251
gene_8705	225	374	854
gene_8706	128	321	495
gene_8708	1	12	15
gene_8709	3483	6704	15300
gene_8710	1447	3241	6732
gene_8713	183	425	793
gene_8714	454	967	1886
gene_8716	1	0	0
gene_8718	4	10	7
gene_8719	11	20	20
gene_8720	622	1271	2602
gene_8721	0	0	0
gene_8722	3627	9548	19599
gene_8723	50	165	296
gene_8724	11	22	27
gene_8725	342	950	2104
gene_8726	364	948	2254
gene_8727	3	18	25
gene_8728	2217	4491	9988
gene_8729	185	401	890
gene_8730	0	0	0
gene_8731	307	715	1770
gene_8732	1919	4041	8569
gene_8733	3871	9590	22595
gene_8734	486	1306	2731
gene_8737	495	1110	2227
gene_8738	293	552	1078
gene_8739	675	1579	3087
gene_8740	1357	2946	6369
gene_8741	1	1	3
gene_8743	1	0	0
gene_8744	376	878	1709
gene_8745	4927	1034	1671
gene_8746	3	5	5
gene_8753	451	1332	2820
gene_8754	3	9	6
gene_8755	50	142	286
gene_8757	0	0	1
gene_8759	131	83	217
gene_8760	0	0	0
gene_8761	37	89	153
gene_8762	7	18	22
gene_8763	3521	4169	12575
gene_8764	2	10	20
gene_8765	1646	3055	7169
gene_8766	1057	2016	4870
gene_8767	0	0	1
gene_8770	13	17	20
gene_8771	2075	4635	9682
gene_8772	322	815	1688
gene_8773	92	173	327
gene_8774	363	731	1511
gene_8775	1725	807	1477
gene_8776	0	0	0
gene_8777	32	141	310
gene_8778	0	0	2
gene_8779	243	485	881
gene_8780	67	91	204
gene_8781	75	183	321
gene_8782	358	722	1411
gene_8783	371	797	1593
gene_8784	139	173	396
gene_8786	4	6	12
gene_8789	684	1650	3446
gene_8790	572	1402	2515
gene_8791	36	47	120
gene_8792	65	107	246
gene_8793	0	0	0
gene_8794	21	33	81
gene_8795	7	17	40
gene_8797	93	73	305
gene_8799	10	36	58
gene_8800	32	102	248
gene_8801	57	169	390
gene_8802	1230	3504	6763
gene_8803	275	552	1047
gene_8805	1	0	6
gene_8806	91	220	435
gene_8807	1048	2560	4955
gene_8808	2118	685	1527
gene_8810	0	2	0
gene_8811	0	2	0
gene_8813	0	0	1
gene_8816	0	0	5
gene_8817	0	5	117
gene_8818	128	307	463
gene_8819	130	149	307
gene_8820	37	80	183
gene_8821	25	0	5
gene_8824	247	531	549
gene_8825	5	31	3
gene_8826	4164	907	1731
gene_8827	490	907	1731
gene_8828	167	383	907
gene_8829	0	3	0
gene_8830	170	394	928
gene_8831	26	52	117
gene_8832	133	571	1206
gene_8833	657	2679	5471
gene_8834	262	511	1108
gene_8835	0	0	0
gene_8836	573	982	1823
gene_8837	58	52	75
gene_8838	0	0	0
gene_8839	0	0	0
gene_8840	1	0	1
gene_8842	0	0	0
gene_8843	0	0	1
gene_8844	0	0	0
gene_8846	75	229	384
gene_8849	0	5	24
gene_8855	0	0	0
gene_8858	290	367	1097
gene_8860	419	1021	1927
gene_8863	1300	3159	7438
gene_8866	0	1	3
gene_8867	0	1	0
gene_8873	0	0	1
gene_8876	3	8	21
gene_8877	428	879	1601
gene_8878	433	1081	2751
gene_8879	0	0	0
gene_8880	4	12	22
gene_8881	641	1283	2579
gene_8882	0	1	0
gene_8884	1165	2240	4380
gene_8885	3	12	22
gene_8886	1658	3169	6512
gene_8887	4	13	27
gene_8888	31	44	79
gene_8889	96	252	322
gene_8890	0	1	3
gene_8891	1	0	5
gene_8892	22	15	41
gene_8895	73	169	329
gene_8896	0	0	6
gene_8897	0	0	0
gene_8899	69	279	573
gene_8900	0	0	0
gene_8901	405	1016	1983
gene_8902	459	1293	2250
gene_8904	3754	5510	12401
gene_8905	311	419	966
gene_8913	1218	2257	5349
gene_8914	49	81	143
gene_8915	32	99	167
gene_8918	430	680	1436
gene_8919	1	0	0
gene_8920	2	4	10
gene_8921	812	1355	2919
gene_8922	386	1077	1944
gene_8923	3789	7266	16619
gene_8924	0	0	0
gene_8925	13	17	38
gene_8926	740	1505	3217
gene_8927	118	201	467
gene_8928	186	298	555
gene_8929	168	277	710
gene_8930	282	661	1215
gene_8931	0	0	0
gene_8934	0	0	0
gene_8938	92	194	454
gene_8939	6	10	40
gene_8941	0	0	0
gene_8942	0	0	0
gene_8943	0	0	1
gene_8944	291	580	1165
gene_8945	0	0	0
gene_8946	1273	2382	4895
gene_8947	0	2	5
gene_8948	165	333	541
gene_8949	1	0	0
gene_8950	6066	464	1002
gene_8951	273	657	1113
gene_8953	1570	4121	8587
gene_8954	39	79	163
gene_8955	0	0	0
gene_8956	186	412	715
gene_8957	966	2170	4044
gene_8958	14	32	38
gene_8960	0	1	0
gene_8963	820	1657	3561
gene_8964	748	1703	4053
gene_8965	61	129	258
gene_8966	39	91	195
gene_8967	0	0	0
gene_8968	738	1506	3074
gene_8969	0	0	5
gene_8970	0	0	1
gene_8972	6374	11324	24884
gene_8973	1165	2525	5099
gene_8974	1	0	1
gene_8978	8	23	48
gene_8979	641	1547	3002
gene_8980	170	147	275
gene_8981	535	894	1819
gene_8982	3	2	3
gene_8983	630	1336	2677
gene_8984	145	338	644
gene_8985	4	0	3
gene_8986	0	0	0
gene_8987	428	675	1599
gene_8988	0	0	7
gene_8990	17	105	119
gene_8991	467	1062	1940
gene_8992	21	40	63
gene_8993	0	3	4
gene_8994	0	0	0
gene_8995	44	111	267
gene_9000	0	0	1
gene_9001	123	240	523
gene_9002	9	12	22
gene_9003	627	1413	2919
gene_9004	0	0	1
gene_9005	114	243	398
gene_9006	167	345	727
gene_9009	53	158	281
gene_9010	404	968	1855
gene_9011	57	153	300
gene_9013	2	0	13
gene_9017	1015	2303	5321
gene_9018	571	1731	3436
gene_9019	3	1	12
gene_9020	1677	4465	8323
gene_9029	0	0	3
gene_9030	0	0	0
gene_9034	0	0	0
gene_9035	592	783	2189
gene_9036	309	344	742
gene_9037	0	0	0
gene_9038	237	558	1072
gene_9039	938	2346	4576
gene_9040	1	1	0
gene_9042	586	1475	2667
gene_9043	1160	2443	6714
gene_9044	97	217	349
gene_9045	9	16	47
gene_9046	0	0	0
gene_9047	200	540	1141
gene_9048	0	0	0
gene_9052	1123	1881	3582
gene_9053	0	2	3
gene_9055	97	214	348
gene_9056	22	44	67
gene_9057	0	0	0
gene_9058	0	0	1
gene_9060	5413	10207	21528
gene_9063	377	643	1216
gene_9064	1044	1934	3644
gene_9065	95	270	501
gene_9068	749	1839	3220
gene_9073	2	3	3
gene_9074	599	220	337
gene_9075	28	42	96
gene_9076	0	0	1
gene_9077	67	94	184
gene_9078	158	306	589
gene_9080	292	679	1236
gene_9082	0	3	1
gene_9083	35	68	132
gene_9086	0	0	1
gene_9087	0	2	1
gene_9088	0	0	0
gene_9089	533	808	2176
gene_9098	128	275	533
gene_9100	295	657	1213
gene_9101	4	13	31
gene_9102	342	624	1252
gene_9103	127	333	644
gene_9104	164	398	747
gene_9105	389	936	1731
gene_9106	812	1871	3968
gene_9107	1	7	5
gene_9108	0	0	0
gene_9110	0	0	0
gene_9112	393	740	1710
gene_9113	152	305	653
gene_9114	125	236	450
gene_9151	0	0	0
gene_9159	0	0	1
gene_9160	33	78	127
gene_9161	472	1058	2076
gene_9164	0	0	0
gene_9168	0	0	0
gene_9170	44	86	186
gene_9171	932	906	1625
gene_9172	0	0	1
gene_9173	427	652	1467
gene_9174	1022	2007	3875
gene_9175	40	50	174
gene_9176	152	392	801
gene_9177	1239	2463	5620
gene_9178	2	6	25
gene_9181	571	1056	1994
gene_9182	522	923	2358
gene_9183	0	0	0
gene_9185	5608	1825	3213
gene_9186	0	10	1
gene_9187	16	68	160
gene_9190	335	735	1450
gene_9193	316	727	1767
gene_9195	7	10	39
gene_9196	0	0	0
gene_9197	294	556	1402
gene_9199	43	87	140
gene_9200	2	0	0
gene_9202	780	170	422
gene_9203	455	1136	2502
gene_9204	0	0	0
gene_9205	1	1	1
gene_9206	3	8	20
gene_9207	466	949	2076
gene_9209	477	1161	2454
gene_9211	206	346	936
gene_9212	1897	4235	8014
gene_9213	0	3	9
gene_9220	57	110	263
gene_9222	0	0	0
gene_9223	0	0	0
gene_9224	139	270	571
gene_9225	0	0	0
gene_9226	1782	3458	6585
gene_9227	1085	1934	3978
gene_9231	263	355	797
gene_9233	27	59	147
gene_9234	146	411	630
gene_9235	7	23	47
gene_9236	0	0	0
gene_9237	353	683	1654
gene_9238	0	0	0
gene_9240	0	0	1
gene_9242	88	125	315
gene_9244	0	0	0
gene_9247	92	255	512
gene_9249	0	0	0
gene_9258	5	0	0
gene_9259	306	708	1232
gene_9260	97	189	389
gene_9261	123	306	665
gene_9262	122	389	708
gene_9264	0	1	0
gene_9276	0	0	3
gene_9277	2545	3915	8317
gene_9278	0	0	0
gene_9280	23497	36611	86278
gene_9281	9040	16351	33998
gene_9282	1	5	3
gene_9283	0	0	0
gene_9284	1	2	7
gene_9285	3	7	6
gene_9286	206	480	1152
gene_9287	156	304	695
gene_9288	0	0	11
gene_9297	0	0	0
gene_9303	191	346	833
gene_9304	5	16	20
gene_9305	0	1	0
gene_9306	23	62	87
gene_9307	11	42	49
gene_9309	10	17	36
gene_9310	663	1573	3070
gene_9311	8	15	20
gene_9312	178	414	708
gene_9313	0	0	0
gene_9314	985	1719	3324
gene_9315	451	770	1552
gene_9316	62	151	263
gene_9317	217	410	595
gene_9318	7	16	11
gene_9322	9	4	17
gene_9327	478	1006	2204
gene_9328	0	0	0
gene_9329	0	2	0
gene_9331	0	0	0
gene_9341	1	3	11
gene_9345	2	3	13
gene_9346	222	433	729
gene_9351	129	570	1180
gene_9366	0	0	0
gene_9367	606	1790	3665
gene_9368	145	389	775
gene_9370	2	7	10
gene_9371	186	519	1023
gene_9373	0	2	1
gene_9375	133	327	556
gene_9376	129	336	583
gene_9377	267	714	1041
gene_9378	555	1281	2667
gene_9379	0	0	0
gene_9380	286	623	1364
gene_9389	0	0	0
gene_9390	121	236	562
gene_9391	19	44	74
gene_9394	196	481	782
gene_9395	36	77	157
gene_9396	4	1	9
gene_9397	160	379	640
gene_9405	333	566	1283
gene_9406	249	644	1149
gene_9407	0	2	0
gene_9408	743	1740	3525
gene_9409	0	4	5
gene_9410	0	0	0
gene_9414	0	1	0
gene_9417	1000	1214	2400
gene_9418	1	2	0
gene_9419	163	674	714
gene_9420	183	466	669
gene_9421	276	484	1010
gene_9424	0	0	0
gene_9425	224	487	994
gene_9426	0	0	0
gene_9427	643	1651	3317
gene_9429	65	173	241
gene_9430	0	0	4
gene_9431	1871	4712	9026
gene_9432	65	181	319
gene_9438	0	0	0
gene_9439	9	20	26
gene_9440	31	63	100
gene_9441	8	55	73
gene_9442	0	0	0
gene_9444	0	0	1
gene_9450	0	2	2
gene_9451	46	76	196
gene_9452	932	2409	4586
gene_9453	97	299	494
gene_9454	2245	3714	8283
gene_9455	10	30	68
gene_9456	99	190	546
gene_9457	0	0	0
gene_9458	0	0	0
gene_9459	0	0	0
gene_9463	1	3	5
gene_9464	0	4	0
gene_9470	154	364	690
gene_9471	116	352	587
gene_9473	584	1870	3904
gene_9474	7	14	34
gene_9475	0	0	1
gene_9484	0	0	0
gene_9486	44	62	185
gene_9487	1220	2999	5577
gene_9489	0	0	0
gene_9494	83	130	214
gene_9496	165	388	731
gene_9497	17	3	10
gene_9510	97	156	311
gene_9511	225	491	791
gene_9512	0	0	0
gene_9514	2	7	7
gene_9516	0	0	0
gene_9517	1231	2308	5109
gene_9521	1	0	11
gene_9522	151	434	932
gene_9523	0	0	3
gene_9524	6	16	35
gene_9526	215	547	892
gene_9527	6	18	42
gene_9528	94	197	354
gene_9529	0	0	0
gene_9530	189	400	710
gene_9531	272	642	1314
gene_9532	0	0	0
gene_9534	1	3	22
gene_9535	1	1	5
gene_9536	0	0	0
gene_9539	0	0	3
gene_9540	0	0	0
gene_9541	225	506	930
gene_9542	0	0	1
gene_9543	18	27	30
gene_9545	0	0	0
gene_9547	269	667	1209
gene_9548	68	142	268
gene_9549	1974	657	1097
gene_9550	449	1108	1828
gene_9551	0	0	1
gene_9552	0	0	0
gene_9560	240	497	1196
gene_9561	698	1752	2993
gene_9562	98	340	583
gene_9563	14	39	82
gene_9564	1	1	4
gene_9565	74	222	560
gene_9566	185	390	878
gene_9567	3	7	19
gene_9568	2	0	7
gene_9569	0	3	0
gene_9571	57	303	542
gene_9572	0	4	8
gene_9575	31	77	96
gene_9576	148	253	640
gene_9577	0	1	3
gene_9578	89	285	379
gene_9579	6	15	24
gene_9585	4049	7535	14678
gene_9586	0	0	0
